lawer,lawer_tp
Канавинский город суд г. Омска,Канавинским городским судом г. Омска
Починковский межрайонный суд Омской области,Починковским межрайонным судом Омской области
Ряжский межрайонный суд Иркутской области,Ряжским межрайонным судом Иркутской области
Урус-мартановский апелляционный суд г. Саратова,Урусом-мартановским апелляционным судом г. Саратова
Тоншаевский межрайонный суд города н.новгород,Тоншаевским межрайонным судом города н.новгород
Александровский межрайонный суд республики Тыва,Александровским межрайонным судом республики Тыва
Усть-янский м-ый суд г. Саранска,Усть-янским м-ым судом г. Саранска
Березовский кассационный суд города Комсомольска-на-амуре хабаровского края,Березовским кассационным судом города Комсомольска-на-амуре хабаровского края
Безенчукский военный суд Пензенской области,Безенчукским военным судом Пензенской области
Белинский м-ый суд Тамбовской области,Белинским м-ым судом Тамбовской области
Чунский м-ый суд г. Иваново,Чунским м-ым судом г. Иваново
Шербакульский кассационный суд Псковской области,Шербакульским кассационным судом Псковской области
Волосовский областной суд хабаровского края,Волосовским областным судом хабаровского края
Асиновский город суд г. Омска,Асиновским городским судом г. Омска
Полтавский областной суд г. Санкт-петербурга И ЛО,Полтавским областным судом г. Санкт-петербурга И ЛО
Сызранский военный суд г. Астрахани,Сызранским военным судом г. Астрахани
Тимашевский межрайонный суд города Санкт-петербурга,Тимашевским межрайонным судом города Санкт-петербурга
Большеуковский город суд общей юрисдикции,Большеуковским городским судом общей юрисдикции
Жирновский межрайонный суд Севастополя,Жирновским межрайонным судом Севастополя
Билибинский городской суд г. Казани,Билибинским городским судом г. Казани
Могойтуйский апелляционный суд г. Пензы,Могойтуйским апелляционным судом г. Пензы
Новоалександровский апелляционный суд города Твери Тверской области,Новоалександровским апелляционным судом города Твери Тверской области
Хамовнический областной суд г. Кемерово,Хамовническим областным судом г. Кемерово
Тюльганский город. суд Кировской области,Тюльганским городским судом Кировской области
Клинцовский военный суд Рязанской области,Клинцовским военным судом Рязанской области
Гавриловский город суд Омской области,Гавриловским городским судом Омской области
Бежаницкий апелляционный суд камчатского края,Бежаницким апелляционным судом камчатского края
Слюдянский м-ый суд г. СПБ,Слюдянским м-ым судом г. СПБ
Нытвенский город суд г. Новороссийска,Нытвенским городским судом г. Новороссийска
Вахитовский межрайонный суд cаратовской области,Вахитовским межрайонным судом cаратовской области
Кормиловский районный суд города Санкт-петербурга,Кормиловским районным судом города Санкт-петербурга
Приокский кассационный суд Еврейской автономной области,Приокским кассационным судом Еврейской автономной области
Северный апелляционный суд Вологодской области,Северным апелляционным судом Вологодской области
Казачинский межрайонный суд чувашской республики - чувашии,Казачинским межрайонным судом чувашской республики - чувашии
Лобненский м-ый суд г. Севастополя,Лобненским м-ым судом г. Севастополя
Дивногорский город суд г. Воронежа,Дивногорским городским судом г. Воронежа
Муезерский межрайонный суд ямало-ненецкого автономного округа,Муезерским межрайонным судом ямало-ненецкого автономного округа
Василеостровский городской суд хабаровского края,Василиеостровским городским судом хабаровского края
Засвияжский м-ый суд города Сочи,Засвияжским м-ым судом города Сочи
Ковдорский районный суд г. Костромы,Ковдорским районным судом г. Костромы
Кумылженский межрайонный суд г. Красноярска,Кумылженским межрайонным судом г. Красноярска
Геленджикский районный суд г. Каменск-уральского,Геленджикским районным судом г. Каменск-уральского
Шегарский город суд Иркутской обл.,Шегарским городским судом Иркутской обл.
Лакский межрайонный суд г. Орла,Лакским межрайонным судом г. Орла
Ординский военный суд г. Братска,Ординским военным судом г. Братска
Харовский город суд города Екатеринбурга Свердловской области,Харовским городским судом города Екатеринбурга Свердловской области
Калачинский кассационный суд г. Севастополя,Калачинским кассационным судом г. Севастополя
Нерчинский р-ый суд республики Марий ЭЛ,Нерчинским р-ым судом республики Марий ЭЛ
Белебеевский межрайонный суд Самарской области,Белебеевским межрайонным судом Самарской области
Воткинский военный суд республики Марий ЭЛ,Воткинским военным судом республики Марий ЭЛ
Ахтынский военный суд г. Ставрополя,Ахтынским военным судом г. Ставрополя
Гергебильский областной суд г. Белгорода,Гергебильским областным судом г. Белгорода
Успенский м-ый суд г. Владикавказа,Успенским м-ым судом г. Владикавказа
Оричевский апелляционный суд г. Прокопьевска,Оричевским апелляционным судом г. Прокопьевска
Мазановский областной суд г. Краснодара,Мазановским областным судом г. Краснодара
Юргамышский областной суд Пензенской области,Юргамышским областным судом Пензенской области
Дигорский областной суд немецкого национального района,Дигорским областным судом немецкого национального района
Мишкинский городской суд Орловской области,Мишкинским городским судом Орловской области
Нюрбинский кассационный суд г. новая ляля,Нюрбинским кассационным судом г. новая ляля
Черниговский город суд города Каменск-уральского Свердловской области,Черниговским городским судом города Каменск-уральского Свердловской области
Большереченский городской суд города Екатеринбурга Свердловской области,Большереченским городским судом города Екатеринбурга Свердловской области
Тонкинский м-ый суд г. Мурманска,Тонкинским м-ым судом г. Мурманска
Чернский город. суд г. Владимира,Чернским городским судом г. Владимира
Апанасенковский кассационный суд города Сочи,Апанасенковским кассационным судом города Сочи
Первомайский р-ый суд г. Иваново,Первомайским р-ым судом г. Иваново
Дюртюлинский город. суд г. Магнитогорска,Дюртюлинским городским судом г. Магнитогорска
Нагайбакский районный суд Брянской области,Нагайбакским районным судом Брянской области
Югорский город. суд УР,Югорским городским судом УР
Жигаловский районный суд АК,Жигаловским районным судом АК
Колпашевский кассационный суд г. Мурманска,Колпашевским кассационным судом г. Мурманска
Пошехонский город суд республики Саха (якутия),Пошехонским городским судом республики Саха (якутия)
Варнавинский областной суд города Комсомольска-на-амуре хабаровского края,Варнавинским областным судом города Комсомольска-на-амуре хабаровского края
Краснофлотский районный суд республики Коми,Краснофлотским районным судом республики Коми
Баргузинский р-ый суд г. Санкт-петербурга И ЛО,Баргузинским р-ым судом г. Санкт-петербурга И ЛО
Базарно-карабулакский областной суд г. Каменск-уральского,Базарно-карабулакским областным судом г. Каменск-уральского
Некоузский апелляционный суд республики Дагестан,Некоузским апелляционным судом республики Дагестан
Алькеевский межрайонный суд чувашской респ.,Алькеевским межрайонным судом чувашской респ.
Похвистневский городской суд республики Башкортостан,Похвистневским городским судом республики Башкортостан
Вельский апелляционный суд г. Саранска,Вельским апелляционным судом г. Саранска
Советский город. суд г. Москвы,Советским городским судом г. Москвы
Домбаровский военный суд города Санкт-петербурга,Домбаровским военным судом города Санкт-петербурга
Бежаницкий областной суд г. Каменск-уральского,Бежаницким областным судом г. Каменск-уральского
Ясненский город суд Ростовской обл.,Ясненским городским судом Ростовской обл.
Залегощенский р-ый суд г. Грозного,Залегощенским р-ым судом г. Грозного
Бийский городской суд г. Волгоград,Бийским городским судом г. Волгоград
Сибайский городской суд Тульской области,Сибайским городским судом Тульской области
Каспийский р-ый суд г. Иваново,Каспийским р-ым судом г. Иваново
Оловяннинский городской суд г. Ростова-на-дону,Оловяннинским городским судом г. Ростова-на-дону
Ялтинский кассационный суд г. Братска,Ялтинским кассационным судом г. Братска
Петропавловск-камчатский м-ый суд г. Абакан,Петропавловском-камчатским м-ым судом г. Абакан
Ольский город суд г. Калининграда,Ольским городским судом г. Калининграда
Тюменцевский м-ый суд РТ,Тюменцевским м-ым судом РТ
Мирнинский областной суд республики Бурятия,Мирнинским областным судом республики Бурятия
Инсарский кассационный суд республики Адыгеи,Инсарским кассационным судом республики Адыгеи
Ногинский апелляционный суд г. Смоленска,Ногинским апелляционным судом г. Смоленска
Шегарский военный суд рсо-алания,Шегарским военным судом рсо-алания
Первый военный суд Воронежской области,Первым военным судом Воронежской области
Зеленодольский районный суд рсо-алания,Зеленодольским районным судом рсо-алания
Саткинский межрайонный суд г. дагестанские огни,Саткинским межрайонным судом г. дагестанские огни
Лотошинский межрайонный суд города Казань,Лотошинским межрайонным судом города Казань
Варгашинский город. суд Самарской обл.,Варгашинским городским судом Самарской обл.
Серебряно-прудский областной суд Новосибирской области,Серебряно-прудским областным судом Новосибирской области
Лермонтовский областной суд ЕАО,Лермонтовским областным судом ЕАО
Бавлинский город. суд Орловской области,Бавлинским городским судом Орловской области
Уржумский военный суд республики Крым,Уржумским военным судом республики Крым
Нефтеюганский город суд Омской области,Нефтеюганским городским судом Омской области
Гиагинский город суд г. Волгоград,Гиагинским городским судом г. Волгоград
Мурашинский город суд г. Челябинска,Мурашинским городским судом г. Челябинска
Шебекинский межрайонный суд города Санкт-петербурга И Ленинградской области,Шебекинским межрайонным судом города Санкт-петербурга И Ленинградской области
Шкотовский апелляционный суд Псковской области,Шкотовским апелляционным судом Псковской области
Грачевский межрайонный суд города нижний новгород,Грачевским межрайонным судом города нижний новгород
Джидинский межрайонный суд ямало-ненецкого автономного округа,Джидинским межрайонным судом ямало-ненецкого автономного округа
Азовский межрайонный суд г. Астрахани,Азовским межрайонным судом г. Астрахани
Рузский р-ый суд Удмуртской республики,Рузским р-ым судом Удмуртской республики
Михайловский военный суд РТ,Михайловским военным судом РТ
Нефтегорский город суд города Тольятти Самарской обл.,Нефтегорским городским судом города Тольятти Самарской обл.
Новосокольнический апелляционный суд г. Братска,Новосокольническим апелляционным судом г. Братска
Конаковский р-ый суд ханты-мансийского автономного округа - югры,Конаковским р-ым судом ханты-мансийского автономного округа - югры
Виноградовский р-ый суд чувашской респ.,Виноградовским р-ым судом чувашской респ.
Ребрихинский кассационный суд города Санкт-петербурга,Ребрихинским кассационным судом города Санкт-петербурга
Партизанский город. суд Смоленской области,Партизанским городским судом Смоленской области
Урайский межрайонный суд КК,Урайским межрайонным судом КК
Усть-камчатский город суд города Абакан,Усть-камчатским городским судом города Абакан
Тбилисский апелляционный суд республики Бурятия,Тбилисским апелляционным судом республики Бурятия
Лужский р-ый суд Ярославской области,Лужским р-ым судом Ярославской области
Бердский м-ый суд г. нижний тагил,Бердским м-ым судом г. нижний тагил
Прилузский военный суд Калужской области,Прилузским военным судом Калужской области
Пуровский кассационный суд республики Коми,Пуровским кассационным судом республики Коми
Горьковский областной суд г. новая ляля,Горьковским областным судом г. новая ляля
Адыге-хабльский районный суд г. Томска,Адыге-хабльским районным судом г. Томска
Дудинский районный суд АК,Дудинским районным судом АК
Мошковский кассационный суд г. Перми,Мошковским кассационным судом г. Перми
Петропавловский военный суд АК,Петропавловским военным судом АК
Бакчарский городской суд города Волгоград,Бакчарским городским судом города Волгоград
Курганинский областной суд г. Волгоград,Курганинским областным судом г. Волгоград
Амурский кассационный суд Удмуртской республики,Амурским кассационным судом Удмуртской республики
Сергокалинский р-ый суд Свердловская область,Сергокалинским р-ым судом Свердловская область
Одинцовский город суд приморского края,Одинцовским городским судом приморского края
Ельнинский межрайонный суд республики Дагестан,Ельнинским межрайонным судом республики Дагестан
Сургутский апелляционный суд Свердловская область,Сургутским апелляционным судом Свердловская область
Усманский город. суд города Тольятти Самарской обл.,Усманским городским судом города Тольятти Самарской обл.
Елабужский м-ый суд г. нижний тагил,Елабужским м-ым судом г. нижний тагил
Биробиджанский город. суд приморского края,Биробиджанским городским судом приморского края
Златоустовский кассационный суд республики Хакасия,Златоустовским кассационным судом республики Хакасия
Сунженский город суд Новосибирской обл.,Сунженским городским судом Новосибирской обл.
Тевризский городской суд московского округа,Тевризским городским судом московского округа
Фроловский городской суд Волгоградской области,Фроловским городским судом Волгоградской области
Зуевский межрайонный суд г. Новосибирска,Зуевским межрайонным судом г. Новосибирска
Белоярский апелляционный суд республики Марий ЭЛ,Белоярским апелляционным судом республики Марий ЭЛ
Ачхой-мартановский р-ый суд респ. Бурятия,Ачхой-мартановским р-ым судом респ. Бурятия
Третий городской суд г. дагестанские огни,Третьим городским судом г. дагестанские огни
Баймакский р-ый суд г. Новосибирска,Баймакским р-ым судом г. Новосибирска
Песчанокопский кассационный суд г. Тамбова,Песчанокопским кассационным судом г. Тамбова
Овюрский апелляционный суд Тамбовской области,Овюрским апелляционным судом Тамбовской области
Еманжелинский м-ый суд республики Бурятия,Еманжелинским м-ым судом республики Бурятия
Могочинский областной суд республика Коми,Могочинским областным судом республика Коми
Онежский областной суд Московской области,Онежским областным судом Московской области
Буйский военный суд чувашской республики - чувашии,Буйским военным судом чувашской республики - чувашии
Нюрбинский районный суд г. Ставрополя,Нюрбинским районным судом г. Ставрополя
Краснотуранский р-ый суд г. Перми,Краснотуранским р-ым судом г. Перми
Ольский м-ый суд Свердловской области,Ольским м-ым судом Свердловской области
Краснотуранский межрайонный суд Свердловская область,Краснотуранским межрайонным судом Свердловская область
Монгун-тайгинский городской суд г. Астрахани,Монгун-тайгинским городским судом г. Астрахани
Борзинский районный суд Кемеровской области,Борзинским районным судом Кемеровской области
Мотовилихинский город. суд Тверской области,Мотовилихинским городским судом Тверской области
Яшкульский м-ый суд города Тольятти Самарской обл.,Яшкульским м-ым судом города Тольятти Самарской обл.
Вологодский районный суд красноярского края,Вологодским районным судом красноярского края
Полярнозоринский р-ый суд Кемеровской области,Полярнозоринским р-ым судом Кемеровской области
Палехский городской суд г. Благовещенск,Палехским городским судом г. Благовещенск
Суоярвский кассационный суд респ. Бурятия,Суоярвским кассационным судом респ. Бурятия
Рассказовский м-ый суд г. Волгоград,Рассказовским м-ым судом г. Волгоград
Анадырский областной суд Калужской области,Анадырским областным судом Калужской области
Тоншаевский м-ый суд Новосибирской обл.,Тоншаевским м-ым судом Новосибирской обл.
Теучежский областной суд Еврейской автономной области,Теучежским областным судом Еврейской автономной области
Краснофлотский областной суд республики Саха,Краснофлотским областным судом республики Саха
Еланский областной суд города Твери Тверской области,Еланским областным судом города Твери Тверской области
Балашовский районный суд г. Анапа,Балашовским районным судом г. Анапа
Тотемский м-ый суд ЕАО,Тотемским м-ым судом ЕАО
Провиденский апелляционный суд Новгородской области,Провиденским апелляционным судом Новгородской области
Алапаевский город. суд республики Бурятия,Алапаевским городским судом республики Бурятия
Балейский город суд Новгородской области,Балейским городским судом Новгородской области
Стругокрасненский областной суд г. Саратова,Стругокрасненским областным судом г. Саратова
Металлургический районный суд г. Симферополя,Металлургическим районным судом г. Симферополя
Данковский город. суд Свердловская область,Данковским городским судом Свердловская область
Дрожжановский апелляционный суд г. нижний новгород,Дрожжановским апелляционным судом г. нижний новгород
Колыванский межрайонный суд Самарской области,Колыванским межрайонным судом Самарской области
Краснокаменский апелляционный суд КК,Краснокаменским апелляционным судом КК
Шарангский кассационный суд г. Чебоксары,Шарангским кассационным судом г. Чебоксары
Мотовилихинский город суд республики Ингушетия,Мотовилихинским городским судом республики Ингушетия
Калининградский областной суд г. Костромы,Калининградским областным судом г. Костромы
Дубровский военный суд московского округа,Дубровским военным судом московского округа
Манский областной суд республики Саха,Манским областным судом республики Саха
Торопецкий кассационный суд Иркутской области,Торопецким кассационным судом Иркутской области
Североуральский город. суд города Екатеринбурга Свердловской области,Североуральским городским судом города Екатеринбурга Свердловской области
Полтавский р-ый суд г. Сочи,Полтавским р-ым судом г. Сочи
Мценский город. суд Смоленской области,Мценским городским судом Смоленской области
Тисульский город. суд г. Москвы,Тисульским городским судом г. Москвы
Ягоднинский город. суд г. Брянска,Ягоднинским городским судом г. Брянска
Вилюйский военный суд ХБ,Вилюйским военным судом ХБ
Балашовский районный суд Новгородской области,Балашовским районным судом Новгородской области
Юрлинский м-ый суд г. Иваново,Юрлинским м-ым судом г. Иваново
Мотыгинский город суд Пензенской области,Мотыгинским городским судом Пензенской области
Рузаевский город. суд г. Владимира,Рузаевским городским судом г. Владимира
Сахалинский город. суд Омской области,Сахалинским городским судом Омской области
Щигровский р-ый суд общей юрисдикции,Щигровским р-ым судом общей юрисдикции
Надеждинский военный суд г. Ставрополя,Надеждинским военным судом г. Ставрополя
Иркутский городской суд г. Екатеринбурга,Иркутским городским судом г. Екатеринбурга
Димитровский военный суд города Севастополь,Димитровским военным судом города Севастополь
Лесосибирский военный суд РБ,Лесосибирским военным судом РБ
Тюменский кассационный суд г. Ижевска,Тюменским кассационным судом г. Ижевска
Урванский городской суд г. Севастополя,Урванским городским судом г. Севастополя
Ольгинский военный суд чувашской республики - чувашии,Ольгинским военным судом чувашской республики - чувашии
Чайковский военный суд республики Адыгея,Чайковским военным судом республики Адыгея
Тарбагатайский р-ый суд г. Екатеринбурга,Тарбагатайским р-ым судом г. Екатеринбурга
Нукутский военный суд Иркутской обл.,Нукутским военным судом Иркутской обл.
Калтанский военный суд Свердловская область,Калтанским военным судом Свердловская область
Знаменский областной суд г. СПБ И ЛО,Знаменским областным судом г. СПБ И ЛО
Левобережный районный суд республики Коми,Левобережным районным судом республики Коми
Свердловский апелляционный суд Воронежской обл.,Свердловским апелляционным судом Воронежской обл.
Андроповский кассационный суд нижегородский обл.,Андроповским кассационным судом нижегородский обл.
Бабушкинский областной суд г. Новосибирска,Бабушкинским областным судом г. Новосибирска
Павлово-посадский апелляционный суд Тюменской области,Павлово-посадским апелляционным судом Тюменской области
Петуховский военный суд г. Брянска,Петуховским военным судом г. Брянска
Большесолдатский районный суд КК,Большесолдатским районным судом КК
Майкопский кассационный суд cаратовской области,Майкопским кассационным судом cаратовской области
Усманский межрайонный суд г. Санкт-петербурга И ЛО,Усманским межрайонным судом г. Санкт-петербурга И ЛО
Кукморский город. суд г. Курска,Кукморским городским судом г. Курска
Хотынецкий межрайонный суд Новосибирской обл.,Хотынецким межрайонным судом Новосибирской обл.
Шаховской военный суд г. Ярославля,Шаховским военным судом г. Ярославля
Лодейнопольский городской суд республика Коми,Лодейнопольским городским судом республика Коми
Крапивинский военный суд г. Воронежа,Крапивинским военным судом г. Воронежа
Данковский апелляционный суд Нижегородской области,Данковским апелляционным судом Нижегородской области
Кунцевский апелляционный суд республики Крым,Кунцевским апелляционным судом республики Крым
Лермонтовский р-ый суд г. Твери,Лермонтовским р-ым судом г. Твери
Бабаевский районный суд республики Калмыкия,Бабаевским районным судом республики Калмыкия
Новоселицкий р-ый суд Ростовской обл.,Новоселицким р-ым судом Ростовской обл.
Юкаменский военный суд г. Иваново,Юкаменским военным судом г. Иваново
Шадринский межрайонный суд республики Хакасия,Шадринским межрайонным судом республики Хакасия
Шуйский районный суд западно-сибирского округа,Шуйским районным судом западно-сибирского округа
Шелопугинский р-ый суд Тюменской области,Шелопугинским р-ым судом Тюменской области
Аннинский м-ый суд Севастополя,Аннинским м-ым судом Севастополя
Грайворонский апелляционный суд Иркутской обл.,Грайворонским апелляционным судом Иркутской обл.
Байсангуровский город суд Ульяновской области,Байсангуровским городским судом Ульяновской области
Калачеевский межрайонный суд города Севастополя,Калачеевским межрайонным судом города Севастополя
Тындинский апелляционный суд г. Екатеринбурга Свердловской области,Тындинским апелляционным судом г. Екатеринбурга Свердловской области
Шумерлинский областной суд г. Краснодара,Шумерлинским областным судом г. Краснодара
Киквидзенский кассационный суд республики Адыгеи,Киквидзенским кассационным судом республики Адыгеи
Кезский город суд г. Белгорода,Кезским городским судом г. Белгорода
Лиманский кассационный суд Новгородской области,Лиманским кассационным судом Новгородской области
Абинский районный суд cаратовской области,Абинским районным судом cаратовской области
Вилючинский апелляционный суд Магаданской области,Вилючинским апелляционным судом Магаданской области
Усть-камчатский городской суд г. Рязани,Усть-камчатским городским судом г. Рязани
Омутнинский р-ый суд города нижний новгород,Омутнинским р-ым судом города нижний новгород
Щигровский межрайонный суд г. Москвы,Щигровским межрайонным судом г. Москвы
Переволоцкий областной суд г. Орла,Переволоцким областным судом г. Орла
Заречный город. суд города н.новгород,Заречным городским судом города н.новгород
Ардонский м-ый суд г. Новороссийска,Ардонским м-ым судом г. Новороссийска
Дзун-хемчикский районный суд г. Казани,Дзун-хемчикским районным судом г. Казани
Люблинский р-ый суд города Санкт-петербурга,Люблинским р-ым судом города Санкт-петербурга
Калачинский городской суд республики Дагестана,Калачинским городским судом республики Дагестана
Шумихинский город суд города Санкт-петербурга И Ленинградской области,Шумихинским городским судом города Санкт-петербурга И Ленинградской области
Саянский областной суд Чеченской республики,Саянским областным судом Чеченской республики
Сковородинский апелляционный суд г. Оренбурга,Сковородинским апелляционным судом г. Оренбурга
Кантемировский областной суд г. УФЫ,Кантемировским областным судом г. УФЫ
Венгеровский межрайонный суд города Саратова,Венгеровским межрайонным судом города Саратова
Мариинско-посадский апелляционный суд чувашской республики - чувашии,Мариинско-посадским апелляционным судом чувашской республики - чувашии
Коченевский военный суд г. Тулы,Коченевским военным судом г. Тулы
Великоустюгский апелляционный суд г. Екатеринбурга Свердловской области,Великоустюгским апелляционным судом г. Екатеринбурга Свердловской области
Новоузенский областной суд Астраханской области,Новоузенским областным судом Астраханской области
Ирбейский апелляционный суд Ростовской области,Ирбейским апелляционным судом Ростовской области
Костомукшский районный суд г. Оренбурга,Костомукшским районным судом г. Оренбурга
Тугулымский областной суд г. Москвы,Тугулымским областным судом г. Москвы
Сургутский межрайонный суд г. Орла,Сургутским межрайонным судом г. Орла
Володарский р-ый суд г. Костромы,Володарским р-ым судом г. Костромы
